Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of Ownership,Industry,Sector,Revenue,Competitors
Project Manager,$193000 - $225000,Lead and manage projects to successful completion,3.1,Project Leads,"Denver, CO","Denver, CO","500-1,000",1985,Private,Software,Services,$300M,"TeamPro, ProjectSolutions"
Data Analyst,$147000 - $121000,Design user interfaces and improve user experiences,3.4,Creative Minds,"Los Angeles, CA","Los Angeles, CA","500-1,000",2006,Private,Finance,Creative,$250M,"UserFlow, ExperienceHub"
Software Engineer,$121000 - $83000,Analyze business processes and provide solutions,4.4,Business Gurus,"Dallas, TX","Dallas, TX","1,000-5,000",1991,Public,Consulting,Professional Services,$400M,"ConsultMaster, BizExperts"
Operations Manager,$115000 - $198000,Biology expert to teach students,4.3,bio,"Miami, FL","Miami, FL",200-500,1991,Private,Technology,Services,$15M,"Chaithanya,narayana"
Financial Analyst,$180000 - $242000,Manage human resources and employee relations,3.7,People Solutions,"Miami, FL","Miami, FL",200-500,2000,Private,Health,Services,$150M,"Workplace Solutions, HR Hub"
Software Engineer,$197000 - $226000,Analyze business processes and provide solutions,4.8,Business Gurus,"Dallas, TX","Dallas, TX","1,000-5,000",2017,Public,Education,Professional Services,$400M,"ConsultMaster, BizExperts"
Data Scientist,$146000 - $189000,Conduct financial analysis to support decision making,4.6,Finance Pros,"Boston, MA","Boston, MA","1,000-5,000",1970,Public,Finance,Financial,$500M,"MoneyWorks, CapitalInsights"
Operations Manager,$80000 - $105000,Manage human resources and employee relations,4.8,People Solutions,"Miami, FL","Miami, FL",200-500,2014,Private,Finance,Services,$150M,"Workplace Solutions, HR Hub"
Software Engineer,$76000 - $154000,Design user interfaces and improve user experiences,3.9,Creative Minds,"Los Angeles, CA","Los Angeles, CA","500-1,000",2017,Private,Retail,Creative,$250M,"UserFlow, ExperienceHub"
UX Designer,$155000 - $209000,Oversee product development from ideation to launch,3.5,Global Tech,"Seattle, WA","San Jose, CA","5,000-10,000",1979,Public,Health,Consumer Goods,$1B+,"InnovationHub, MarketPro"
Sales Manager,$116000 - $186000,Conduct financial analysis to support decision making,4.8,Finance Pros,"Boston, MA","Boston, MA","1,000-5,000",2008,Public,Retail,Financial,$500M,"MoneyWorks, CapitalInsights"
Marketing Manager,$98000 - $122000,Develop and maintain software systems,3.9,Code Masters,"Austin, TX","Austin, TX","500-1,000",2003,Public,Technology,Technology,$300M,"DevSoft, CodeTech"
Software Engineer,$58000 - $147000,Develop and maintain software systems,3.2,Code Masters,"Austin, TX","Austin, TX","500-1,000",1994,Public,Consulting,Technology,$300M,"DevSoft, CodeTech"
UX Designer,$89000 - $106000,Analyze and interpret complex data using ML techniques,3.7,Tech Innovators,"New York, NY","San Francisco, CA","1,000-5,000",1984,Private,Marketing,IT,$500M,"DataWorld, Insight Global"
UX Designer,$144000 - $118000,Analyze business processes and provide solutions,4.0,Business Gurus,"Dallas, TX","Dallas, TX","1,000-5,000",1973,Public,Education,Professional Services,$400M,"ConsultMaster, BizExperts"
Financial Analyst,$130000 - $162000,Design user interfaces and improve user experiences,4.0,Creative Minds,"Los Angeles, CA","Los Angeles, CA","500-1,000",1976,Private,Software,Creative,$250M,"UserFlow, ExperienceHub"
Product Manager,$197000 - $203000,Develop and maintain software systems,4.9,Code Masters,"Austin, TX","Austin, TX","500-1,000",1973,Public,Education,Technology,$300M,"DevSoft, CodeTech"
Software Engineer,$167000 - $127000,Oversee product development from ideation to launch,3.7,Global Tech,"Seattle, WA","San Jose, CA","5,000-10,000",1987,Public,Retail,Consumer Goods,$1B+,"InnovationHub, MarketPro"
Operations Manager,$78000 - $96000,Biology expert to teach students,4.2,bio,"Miami, FL","Miami, FL",200-500,2000,Private,Software,Services,$15M,"Chaithanya,narayana"
Financial Analyst,$150000 - $238000,Prepare and manage financial records and reports,4.6,Finance Corp,"Atlanta, GA","Atlanta, GA",200-500,1986,Public,Technology,Financial,$100M,"Accounting Solutions, TaxPro"
Operations Manager,$52000 - $124000,Biology expert to teach students,3.5,bio,"Miami, FL","Miami, FL",200-500,1991,Private,Health,Services,$15M,"Chaithanya,narayana"
Data Analyst,$101000 - $128000,Biology expert to teach students,4.5,bio,"Miami, FL","Miami, FL",200-500,1971,Private,Retail,Services,$15M,"Chaithanya,narayana"
Operations Manager,$191000 - $226000,Lead and manage projects to successful completion,4.0,Project Leads,"Denver, CO","Denver, CO","500-1,000",2005,Private,Health,Services,$300M,"TeamPro, ProjectSolutions"
UX Designer,$95000 - $176000,Develop and maintain software systems,4.3,Code Masters,"Austin, TX","Austin, TX","500-1,000",2001,Public,Consulting,Technology,$300M,"DevSoft, CodeTech"
Data Analyst,$54000 - $94000,Lead and manage projects to successful completion,3.3,Project Leads,"Denver, CO","Denver, CO","500-1,000",1975,Private,Education,Services,$300M,"TeamPro, ProjectSolutions"
Product Manager,$140000 - $223000,Lead marketing campaigns and strategies,3.7,Market Leaders,"Chicago, IL","Chicago, IL",200-500,2013,Private,Consulting,Services,$100M,"AdFocus, BrandBoost"
Software Engineer,$186000 - $229000,Prepare and manage financial records and reports,3.2,Finance Corp,"Atlanta, GA","Atlanta, GA",200-500,2004,Public,Finance,Financial,$100M,"Accounting Solutions, TaxPro"
Data Scientist,$108000 - $106000,Analyze and interpret complex data using ML techniques,4.1,Tech Innovators,"New York, NY","San Francisco, CA","1,000-5,000",1970,Private,Software,IT,$500M,"DataWorld, Insight Global"
Operations Manager,$119000 - $97000,Develop and maintain software systems,4.0,Code Masters,"Austin, TX","Austin, TX","500-1,000",2010,Public,Retail,Technology,$300M,"DevSoft, CodeTech"
Operations Manager,$101000 - $147000,Lead marketing campaigns and strategies,5.0,Market Leaders,"Chicago, IL","Chicago, IL",200-500,2003,Private,Health,Services,$100M,"AdFocus, BrandBoost"
Project Manager,$80000 - $159000,Biology expert to teach students,4.4,bio,"Miami, FL","Miami, FL",200-500,1994,Private,Technology,Services,$15M,"Chaithanya,narayana"
Financial Analyst,$168000 - $193000,Lead and manage projects to successful completion,4.1,Project Leads,"Denver, CO","Denver, CO","500-1,000",2007,Private,Software,Services,$300M,"TeamPro, ProjectSolutions"
Financial Analyst,$84000 - $141000,Analyze and interpret complex data using ML techniques,4.1,Tech Innovators,"New York, NY","San Francisco, CA","1,000-5,000",2019,Private,Finance,IT,$500M,"DataWorld, Insight Global"
Financial Analyst,$120000 - $224000,Lead and manage projects to successful completion,4.1,Project Leads,"Denver, CO","Denver, CO","500-1,000",2000,Private,Retail,Services,$300M,"TeamPro, ProjectSolutions"
Sales Manager,$67000 - $196000,Analyze and interpret complex data using ML techniques,4.4,Tech Innovators,"New York, NY","San Francisco, CA","1,000-5,000",1993,Private,Consulting,IT,$500M,"DataWorld, Insight Global"
Sales Manager,$142000 - $222000,Manage human resources and employee relations,4.5,People Solutions,"Miami, FL","Miami, FL",200-500,2003,Private,Finance,Services,$150M,"Workplace Solutions, HR Hub"
Product Manager,$91000 - $188000,Conduct financial analysis to support decision making,4.6,Finance Pros,"Boston, MA","Boston, MA","1,000-5,000",1984,Public,Marketing,Financial,$500M,"MoneyWorks, CapitalInsights"
Operations Manager,$161000 - $145000,Lead marketing campaigns and strategies,3.4,Market Leaders,"Chicago, IL","Chicago, IL",200-500,1995,Private,Software,Services,$100M,"AdFocus, BrandBoost"
Software Engineer,$115000 - $236000,Design user interfaces and improve user experiences,3.4,Creative Minds,"Los Angeles, CA","Los Angeles, CA","500-1,000",1990,Private,Software,Creative,$250M,"UserFlow, ExperienceHub"
Data Analyst,$150000 - $160000,Develop and maintain software systems,3.7,Code Masters,"Austin, TX","Austin, TX","500-1,000",1993,Public,Marketing,Technology,$300M,"DevSoft, CodeTech"
Sales Manager,$96000 - $139000,Lead marketing campaigns and strategies,3.3,Market Leaders,"Chicago, IL","Chicago, IL",200-500,1984,Private,Education,Services,$100M,"AdFocus, BrandBoost"
Data Analyst,$195000 - $127000,Lead marketing campaigns and strategies,3.9,Market Leaders,"Chicago, IL","Chicago, IL",200-500,2004,Private,Finance,Services,$100M,"AdFocus, BrandBoost"
Financial Analyst,$101000 - $244000,Lead and manage projects to successful completion,3.5,Project Leads,"Denver, CO","Denver, CO","500-1,000",2007,Private,Finance,Services,$300M,"TeamPro, ProjectSolutions"
Project Manager,$127000 - $144000,Analyze and interpret complex data using ML techniques,3.9,Tech Innovators,"New York, NY","San Francisco, CA","1,000-5,000",2015,Private,Finance,IT,$500M,"DataWorld, Insight Global"
Project Manager,$198000 - $94000,Biology expert to teach students,4.8,bio,"Miami, FL","Miami, FL",200-500,1970,Private,Health,Services,$15M,"Chaithanya,narayana"
Product Manager,$188000 - $197000,Conduct financial analysis to support decision making,4.3,Finance Pros,"Boston, MA","Boston, MA","1,000-5,000",2021,Public,Retail,Financial,$500M,"MoneyWorks, CapitalInsights"
Product Manager,$112000 - $123000,Manage human resources and employee relations,3.6,People Solutions,"Miami, FL","Miami, FL",200-500,1984,Private,Software,Services,$150M,"Workplace Solutions, HR Hub"
Data Analyst,$86000 - $172000,Manage human resources and employee relations,3.5,People Solutions,"Miami, FL","Miami, FL",200-500,2015,Private,Retail,Services,$150M,"Workplace Solutions, HR Hub"
Financial Analyst,$80000 - $99000,Lead marketing campaigns and strategies,4.9,Market Leaders,"Chicago, IL","Chicago, IL",200-500,1984,Private,Finance,Services,$100M,"AdFocus, BrandBoost"
Operations Manager,$56000 - $80000,Manage human resources and employee relations,4.9,People Solutions,"Miami, FL","Miami, FL",200-500,1983,Private,Technology,Services,$150M,"Workplace Solutions, HR Hub"
Software Engineer,$54000 - $98000,Design user interfaces and improve user experiences,4.1,Creative Minds,"Los Angeles, CA","Los Angeles, CA","500-1,000",1991,Private,Health,Creative,$250M,"UserFlow, ExperienceHub"
Project Manager,$85000 - $119000,Biology expert to teach students,4.0,bio,"Miami, FL","Miami, FL",200-500,1987,Private,Marketing,Services,$15M,"Chaithanya,narayana"
Data Scientist,$114000 - $113000,Conduct financial analysis to support decision making,4.3,Finance Pros,"Boston, MA","Boston, MA","1,000-5,000",1995,Public,Consulting,Financial,$500M,"MoneyWorks, CapitalInsights"
Project Manager,$108000 - $145000,Manage human resources and employee relations,3.2,People Solutions,"Miami, FL","Miami, FL",200-500,2019,Private,Health,Services,$150M,"Workplace Solutions, HR Hub"
UX Designer,$61000 - $178000,Conduct financial analysis to support decision making,3.8,Finance Pros,"Boston, MA","Boston, MA","1,000-5,000",2005,Public,Health,Financial,$500M,"MoneyWorks, CapitalInsights"
Financial Analyst,$59000 - $152000,Prepare and manage financial records and reports,4.8,Finance Corp,"Atlanta, GA","Atlanta, GA",200-500,1980,Public,Retail,Financial,$100M,"Accounting Solutions, TaxPro"
Operations Manager,$101000 - $217000,Design user interfaces and improve user experiences,5.0,Creative Minds,"Los Angeles, CA","Los Angeles, CA","500-1,000",2005,Private,Retail,Creative,$250M,"UserFlow, ExperienceHub"
Marketing Manager,$186000 - $182000,Lead and manage projects to successful completion,4.2,Project Leads,"Denver, CO","Denver, CO","500-1,000",1995,Private,Consulting,Services,$300M,"TeamPro, ProjectSolutions"
Data Scientist,$86000 - $101000,Analyze business processes and provide solutions,3.9,Business Gurus,"Dallas, TX","Dallas, TX","1,000-5,000",1986,Public,Finance,Professional Services,$400M,"ConsultMaster, BizExperts"
Data Analyst,$104000 - $97000,Develop and maintain software systems,3.5,Code Masters,"Austin, TX","Austin, TX","500-1,000",1976,Public,Consulting,Technology,$300M,"DevSoft, CodeTech"
Marketing Manager,$115000 - $234000,Lead marketing campaigns and strategies,4.7,Market Leaders,"Chicago, IL","Chicago, IL",200-500,1986,Private,Consulting,Services,$100M,"AdFocus, BrandBoost"
UX Designer,$73000 - $207000,Conduct financial analysis to support decision making,3.8,Finance Pros,"Boston, MA","Boston, MA","1,000-5,000",1977,Public,Consulting,Financial,$500M,"MoneyWorks, CapitalInsights"
Operations Manager,$86000 - $172000,Oversee product development from ideation to launch,3.9,Global Tech,"Seattle, WA","San Jose, CA","5,000-10,000",1993,Public,Marketing,Consumer Goods,$1B+,"InnovationHub, MarketPro"
Software Engineer,$166000 - $176000,Manage human resources and employee relations,4.9,People Solutions,"Miami, FL","Miami, FL",200-500,1982,Private,Consulting,Services,$150M,"Workplace Solutions, HR Hub"
Software Engineer,$120000 - $137000,Prepare and manage financial records and reports,3.8,Finance Corp,"Atlanta, GA","Atlanta, GA",200-500,1973,Public,Education,Financial,$100M,"Accounting Solutions, TaxPro"
Project Manager,$157000 - $214000,Develop and maintain software systems,4.7,Code Masters,"Austin, TX","Austin, TX","500-1,000",2009,Public,Technology,Technology,$300M,"DevSoft, CodeTech"
Sales Manager,$56000 - $196000,Analyze business processes and provide solutions,4.3,Business Gurus,"Dallas, TX","Dallas, TX","1,000-5,000",1998,Public,Software,Professional Services,$400M,"ConsultMaster, BizExperts"
Software Engineer,$147000 - $195000,Oversee product development from ideation to launch,4.9,Global Tech,"Seattle, WA","San Jose, CA","5,000-10,000",1997,Public,Consulting,Consumer Goods,$1B+,"InnovationHub, MarketPro"
Software Engineer,$132000 - $111000,Develop and maintain software systems,5.0,Code Masters,"Austin, TX","Austin, TX","500-1,000",1999,Public,Marketing,Technology,$300M,"DevSoft, CodeTech"
Marketing Manager,$139000 - $231000,Analyze business processes and provide solutions,3.9,Business Gurus,"Dallas, TX","Dallas, TX","1,000-5,000",1975,Public,Software,Professional Services,$400M,"ConsultMaster, BizExperts"
Sales Manager,$87000 - $80000,Lead marketing campaigns and strategies,4.6,Market Leaders,"Chicago, IL","Chicago, IL",200-500,2012,Private,Software,Services,$100M,"AdFocus, BrandBoost"
UX Designer,$96000 - $151000,Analyze and interpret complex data using ML techniques,3.4,Tech Innovators,"New York, NY","San Francisco, CA","1,000-5,000",1987,Private,Retail,IT,$500M,"DataWorld, Insight Global"
Marketing Manager,$113000 - $238000,Manage human resources and employee relations,4.4,People Solutions,"Miami, FL","Miami, FL",200-500,2013,Private,Marketing,Services,$150M,"Workplace Solutions, HR Hub"
Data Analyst,$156000 - $128000,Develop and maintain software systems,3.1,Code Masters,"Austin, TX","Austin, TX","500-1,000",2019,Public,Health,Technology,$300M,"DevSoft, CodeTech"
Operations Manager,$104000 - $164000,Design user interfaces and improve user experiences,4.1,Creative Minds,"Los Angeles, CA","Los Angeles, CA","500-1,000",2003,Private,Retail,Creative,$250M,"UserFlow, ExperienceHub"
Sales Manager,$191000 - $213000,Develop and maintain software systems,3.6,Code Masters,"Austin, TX","Austin, TX","500-1,000",2020,Public,Finance,Technology,$300M,"DevSoft, CodeTech"
Financial Analyst,$82000 - $96000,Design user interfaces and improve user experiences,4.4,Creative Minds,"Los Angeles, CA","Los Angeles, CA","500-1,000",2009,Private,Technology,Creative,$250M,"UserFlow, ExperienceHub"
Project Manager,$111000 - $168000,Analyze business processes and provide solutions,3.6,Business Gurus,"Dallas, TX","Dallas, TX","1,000-5,000",1996,Public,Finance,Professional Services,$400M,"ConsultMaster, BizExperts"
Financial Analyst,$76000 - $196000,Lead marketing campaigns and strategies,4.8,Market Leaders,"Chicago, IL","Chicago, IL",200-500,2006,Private,Finance,Services,$100M,"AdFocus, BrandBoost"
Marketing Manager,$140000 - $144000,Design user interfaces and improve user experiences,4.8,Creative Minds,"Los Angeles, CA","Los Angeles, CA","500-1,000",2001,Private,Finance,Creative,$250M,"UserFlow, ExperienceHub"
